method,missed_stmt,covered_stmt,total_stmts
com.thoughtworks.xstream.mapper.LocalConversionMapper.getLocalSingleValueConverter,0,5,5
com.thoughtworks.xstream.io.xml.JDom2Writer.setValue,1,0,1
com.thoughtworks.xstream.io.xml.XomReader.getParent,1,0,1
com.thoughtworks.xstream.io.xml.XomWriter.addAttribute,1,0,1
com.thoughtworks.xstream.core.util.Fields.write,6,0,6
com.thoughtworks.xstream.converters.UnmarshallingContext.null,0,0,0
com.thoughtworks.xstream.core.util.PrioritizedList.PrioritizedItemIterator,0,1,1
com.thoughtworks.xstream.converters.reflection.MissingFieldException.getFieldName,1,0,1
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.replace,1,0,1
com.thoughtworks.xstream.XStream.addImplicitMap,4,0,4
com.thoughtworks.xstream.core.util.PresortedMap.tailMap,1,0,1
com.thoughtworks.xstream.converters.basic.URIConverter.fromString,1,2,3
com.thoughtworks.xstream.XStream.<init>,6,20,26
com.thoughtworks.xstream.io.xml.TraxSource.getXMLReader,3,0,3
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.CGLIBFilteringReflectionProvider,1,0,1
com.thoughtworks.xstream.core.AbstractReferenceUnmarshaller.<init>,0,1,1
com.thoughtworks.xstream.core.DefaultConverterLookup.readResolve,3,0,3
com.thoughtworks.xstream.core.TreeMarshaller.put,2,0,2
com.thoughtworks.xstream.core.TreeMarshallingStrategy.createUnmarshallingContext,1,0,1
com.thoughtworks.xstream.core.ReferenceByIdMarshaller.createReference,1,0,1
com.thoughtworks.xstream.io.xml.AbstractXmlReader.<init>,2,1,3
com.thoughtworks.xstream.io.xml.DocumentWriter.null,0,0,0
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getNodeName,0,1,1
com.thoughtworks.xstream.converters.ErrorWriter.null,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver.isRepairingNamespace,1,0,1
com.thoughtworks.xstream.core.util.Base64JavaUtilCodec.<init>,3,0,3
com.thoughtworks.xstream.converters.time.ValueRangeConverter.<init>,1,0,1
com.thoughtworks.xstream.io.xml.SaxWriter.setDTDHandler,4,0,4
com.thoughtworks.xstream.mapper.MapperWrapper.shouldSerializeMember,0,1,1
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.close,16,0,16
com.thoughtworks.xstream.core.TreeUnmarshaller.addInformationTo,8,0,8
com.thoughtworks.xstream.converters.reflection.FieldDictionary.getDictionaryEntry,0,1,1
com.thoughtworks.xstream.io.copy.HierarchicalStreamCopier.copy,12,0,12
com.thoughtworks.xstream.converters.time.JapaneseEraConverter.fromString,7,0,7
com.thoughtworks.xstream.converters.DuplicateFieldException,1,0,1
com.thoughtworks.xstream.io.xml.Dom4JWriter.<init>,10,0,10
com.thoughtworks.xstream.mapper.DefaultMapper.getLocalConverter,1,0,1
com.thoughtworks.xstream.converters.time.SystemClockConverter.<init>,2,0,2
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.add,35,0,35
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.ImplicitCollectionMappingImpl,4,0,4
com.thoughtworks.xstream.core.util.Base64JAXBCodec.encode,0,1,1
com.thoughtworks.xstream.persistence.XmlMap.remove,1,0,1
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeShort,1,0,1
com.thoughtworks.xstream.io.xml.XomReader.getValue,8,0,8
com.thoughtworks.xstream.mapper.DefaultMapper.getImplicitCollectionDefForFieldName,1,0,1
com.thoughtworks.xstream.io.json.JsonWriter.getNameCoder,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.fromString,7,0,7
com.thoughtworks.xstream.converters.reflection.XStream12FieldKeySorter.compare,10,0,10
com.thoughtworks.xstream.io.xml.Dom4JReader.getAttributeName,1,0,1
com.thoughtworks.xstream.mapper.AnnotationMapper.processOmitFieldAnnotation,3,2,5
com.thoughtworks.xstream.persistence.XmlSet.findEmptyKey,4,0,4
com.thoughtworks.xstream.XStream.setMarshallingStrategy,0,1,1
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readObjectOverride,1,0,1
com.thoughtworks.xstream.io.xml.SjsxpDriver.createOutputFactory,7,0,7
com.thoughtworks.xstream.mapper.MapperWrapper.serializedClass,0,1,1
com.thoughtworks.xstream.converters.collections.MapConverter.populateMap,0,5,5
com.thoughtworks.xstream.converters.collections.CollectionConverter.marshal,0,4,4
com.thoughtworks.xstream.mapper.ClassAliasingMapper.addTypeAlias,0,2,2
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.getFieldOffset,0,5,5
com.thoughtworks.xstream.mapper.AnnotationMapper.writeObject,5,0,5
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readUnsignedShort,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.marshal,5,4,9
com.thoughtworks.xstream.io.xml.DomReader.<init>,7,0,7
com.thoughtworks.xstream.mapper.CachingMapper.realClass,5,8,13
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory.create,6,0,6
com.thoughtworks.xstream.converters.extended.SubjectConverter.marshalPrivateCredentials,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverter.null,0,0,0
com.thoughtworks.xstream.mapper.PackageAliasingMapper.compare,1,0,1
com.thoughtworks.xstream.mapper.SystemAttributeAliasingMapper.aliasForSystemAttribute,0,6,6
com.thoughtworks.xstream.core.JVM.canUseSunUnsafeReflectionProvider,0,1,1
com.thoughtworks.xstream.io.binary.ReaderDepthState.next,2,0,2
com.thoughtworks.xstream.XStream.createObjectInputStream,4,0,4
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.<init>,1,3,4
com.thoughtworks.xstream.security.WildcardTypePermission.getRegExpPatterns,12,25,37
com.thoughtworks.xstream.converters.enums.EnumSetConverter.<init>,0,1,1
com.thoughtworks.xstream.io.binary.ReaderDepthState.getValue,0,1,1
com.thoughtworks.xstream.io.xml.StaxDriver.createOutputFactory,1,0,1
com.thoughtworks.xstream.converters.enums.EnumSetConverter.marshal,0,6,6
com.thoughtworks.xstream.converters.null,0,0,0
com.thoughtworks.xstream.io.xml.StaxReader.pullElementName,2,0,2
com.thoughtworks.xstream.io.xml.StaxReader.close,3,0,3
com.thoughtworks.xstream.mapper.DefaultMapper.getConverterFromAttribute,3,0,3
com.thoughtworks.xstream.mapper.FieldAliasingMapper.addFieldsToIgnore,2,0,2
com.thoughtworks.xstream.converters.collections.TreeSetConverter.add,1,0,1
com.thoughtworks.xstream.io.xml.XppDomDriver.<init>,3,0,3
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.<init>,0,4,4
com.thoughtworks.xstream.core.util.PresortedMap.setValue,1,1,2
com.thoughtworks.xstream.converters.basic.StringConverter.fromString,0,7,7
com.thoughtworks.xstream.converters.sort,4,0,4
com.thoughtworks.xstream.io.xml.XppDriver.createDefaultParser,0,3,3
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.getAttributeMap,5,0,5
com.thoughtworks.xstream.converters.time.HijrahDateConverter.canConvert,1,0,1
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker.marshal,3,0,3
com.thoughtworks.xstream.converters.reflection.FieldDictionary.DictionaryEntry,0,3,3
com.thoughtworks.xstream.io.AttributeNameIterator.hasNext,0,1,1
com.thoughtworks.xstream.core.JVM.supportsSQL,1,0,1
com.thoughtworks.xstream.io.json.AbstractJsonWriter.<init>,7,0,7
com.thoughtworks.xstream.io.xml.StaxReader.pullNextEvent,16,0,16
com.thoughtworks.xstream.converters.collections.CharArrayConverter.canConvert,0,1,1
com.thoughtworks.xstream.core.util.ClassLoaderReference.writeReplace,1,0,1
com.thoughtworks.xstream.mapper.EnumMapper.flushCache,3,0,3
com.thoughtworks.xstream.io.path.PathTrackingReader.appendErrors,2,0,2
com.thoughtworks.xstream.converters.extended.SubjectConverter.unmarshalReadOnly,4,0,4
com.thoughtworks.xstream.annotations.XStreamInclude.null,0,0,0
com.thoughtworks.xstream.mapper.AnnotationMapper.processAsAttributeAnnotation,1,4,5
com.thoughtworks.xstream.core.util.PresortedMap.remove,1,0,1
com.thoughtworks.xstream.converters.time.YearConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.basic.NullConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.extended.PropertyEditorCapableConverter.fromString,1,0,1
com.thoughtworks.xstream.converters.time.JapaneseDateConverter.canConvert,1,0,1
com.thoughtworks.xstream.core.util.ArrayIterator.<init>,2,0,2
com.thoughtworks.xstream.io.xml.JDomWriter.addAttribute,1,0,1
com.thoughtworks.xstream.io.json.AbstractJsonWriter.StackElement,2,0,2
com.thoughtworks.xstream.converters.reflection.SerializableConverter.<init>,2,2,4
com.thoughtworks.xstream.io.binary.ReaderDepthState.addAttribute,0,6,6
